internal_id,basic_final_polish,gw_polish,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thick,girdle_min,girdle_max,culet_size,crown_height,pavilion_depth,total_depth,table_size_pct,table_size_pct_grade,crown_angle_degree,crown_angle_degree_grade,pavilion_angle_degree,pavilion_angle_degree_grade,star_length_pct,star_length_pct_grade,lower_half_pct,lower_half_pct_grade,girdle_thick_pct,girdle_thick_pct_grade,girdle_min_description,girdle_max_description,girdle_grade,culet_size_description,crown_height_pct,crown_height_pct_grade,pavilion_depth_pct,total_depth_pct,total_depth_pct_grade,individual_cut_grade,est_table_cut_grade,gradia_cut,final_gradia_cut,final_sarine_cut,gw_cut,sarine_cut,sarine_symmetry,gw_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
1041,VG,,2.91,2.94,1.795,61.9,35.95,41.11,49.9,79,4.28,1.78,4.07,1.03,13.82,43.17,61.41,62,EX,36,EX,41.2,EX,50,EX,80,EX,4.5,EX,MED,THK,VG,None / Very Small,14,EX,43,61.4,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.8,EX,0.5,EX,0.4,EX,0.7,EX,6.2,EX,5.8,EX,1.8,VG,1.7,VG,2.7,GD,5.5,GD,2.7,EX,1,VG,0.8,VG,1.7,VG,1.1,EX,1.5,EX,1,EX,
1042,EX,,2.92,2.94,1.771,60.5,34.58,40.9,46,79.2,3.69,1.5,3.69,0.68,13.62,43.04,60.44,61,EX,34.5,EX,41,EX,45,EX,80,EX,3.5,EX,MED,THK,VG,None / Very Small,13.5,EX,43,60.4,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,0.4,EX,0.6,EX,1.1,EX,0.6,EX,9.9,VG,1.6,EX,0.7,EX,1,EX,1.7,VG,5.3,GD,2.1,EX,1,VG,0.8,VG,1.7,VG,0.8,EX,4.8,EX,0.7,EX,
1043,GD,,2.83,2.84,1.634,59.5,32.06,39.94,48.5,77.6,3.7,1.76,2.72,0.99,12.55,41.36,57.62,60,EX,32,EX,40,VG,50,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,12.5,EX,41.5,57.6,EX,VG,GD,GD,GD,GD,#N/A,GD,VG,,0.5,EX,1,EX,1.4,VG,0.4,EX,6,EX,5.3,EX,0.8,EX,1.1,EX,1.1,EX,2.7,VG,2.9,VG,0.5,EX,0.9,VG,1.3,VG,2.6,EX,1.1,EX,0.6,EX,
1044,EX,,3.15,3.17,1.853,61.8,32.79,40.6,48.2,77.1,3.64,1.8,2.5,0.54,12.31,42.63,58.64,62,EX,33,EX,40.6,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,12.5,EX,42.5,58.6,EX,EX,VG,VG,VG,VG,#N/A,VG,VG,,0.6,EX,1,EX,1.6,VG,0.8,EX,2.6,EX,4.5,EX,0.7,EX,1.3,VG,0.6,EX,2.3,VG,3.1,VG,0.5,EX,0.6,EX,0.8,EX,2.5,EX,1.6,EX,0.9,EX,
1045,GD,,3.14,3.16,1.942,64.4,35.14,41.05,54.2,77,5.84,3.78,4.76,0.6,12.51,43.21,61.65,64,VG,35,EX,41,EX,55,EX,75,EX,6,GD,THK,VTK,GD,None / Very Small,12.5,EX,43,61.7,EX,GD,VG,GD,GD,GD,#N/A,GD,VG,,0.4,EX,0.6,EX,0.6,EX,0.5,EX,5.6,EX,3,EX,0.8,EX,1,EX,1,EX,2.6,VG,3.2,VG,0.8,VG,0.7,VG,1.5,VG,3.9,VG,2.9,EX,0.5,EX,
1046,VG,,3.11,3.14,1.845,63.1,36.2,40.46,53.4,81.8,3.1,0.9,1.79,0.51,13.47,42.42,59.02,63,VG,36,EX,40.4,VG,55,EX,80,EX,3,EX,THN,MED,EX,None / Very Small,13.5,EX,42.5,59,EX,VG,GD,GD,GD,GD,#N/A,GD,VG,,0.8,EX,0.7,EX,0.4,EX,0.2,EX,4.9,EX,2.6,EX,1.2,EX,1,EX,0.3,EX,2.5,VG,3.7,VG,0.2,EX,0.3,EX,0.3,EX,2.4,EX,2.1,EX,0.3,EX,
1047,GD,,3.12,3.14,1.859,59.9,32.93,40.66,48.2,77,3.57,1.95,2.65,0.48,12.99,42.74,59.34,60,EX,33,EX,40.6,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,13,EX,42.5,59.3,EX,EX,VG,VG,VG,VG,#N/A,VG,VG,,0.6,EX,1.1,EX,0.6,EX,0.8,EX,2.3,EX,1.9,EX,0.5,EX,1,EX,1,EX,2.9,VG,1.4,EX,0.4,EX,0.1,EX,0.4,EX,2.3,EX,1.5,EX,0.9,EX,
1048,VG,,3.1,3.12,1.935,57,33.68,41.44,46.1,78.1,4.02,2.15,3.25,0.61,14.31,43.83,62.22,57,EX,33.5,EX,41.4,EX,45,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,14.5,EX,44,62.2,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,0.5,EX,0.8,EX,0.5,EX,0.2,EX,4.6,EX,4.8,EX,1.1,EX,1,EX,1,EX,3.1,GD,1,EX,0.5,EX,0.5,EX,0.9,EX,2.2,EX,2.5,EX,0.4,EX,
1049,VG,,3.11,3.14,1.95,57.9,34.59,41.1,52,76.2,4.38,1.28,4.06,0.7,14.58,43.3,62.36,58,EX,34.5,EX,41.2,EX,50,EX,75,EX,4.5,EX,MED,THK,VG,None / Very Small,14.5,EX,43.5,62.4,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,1.1,VG,0.3,EX,0.8,EX,0.5,EX,3.6,EX,4.8,EX,1.9,VG,1.3,VG,1.6,VG,3.9,GD,3.3,VG,0.5,EX,1,VG,1.4,VG,1.3,EX,3.8,EX,0.8,EX,
1050,VG,,3.04,3.06,1.896,60.6,37.53,41.16,55.5,82.4,3.47,1.28,2.72,0.52,15.17,43.45,62.12,61,EX,37.5,VG,41.2,EX,55,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,15,EX,43.5,62.1,EX,VG,GD,GD,GD,GD,#N/A,GD,GD,,0.5,EX,0.3,EX,1.4,VG,1.1,VG,7.1,EX,2.9,EX,0.9,EX,0.7,EX,1.3,VG,3.3,GD,3.9,VG,0,EX,0.3,EX,0.3,EX,2.3,EX,3,EX,1.2,EX,
1051,EX,,2.99,3.01,1.86,58.2,35.33,41.01,46.3,79.7,3.94,1.87,3,0.6,14.81,43.26,62.04,58,EX,35.5,EX,41,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,15,EX,43.5,62,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.7,EX,0.5,EX,1.2,EX,0.8,EX,3.4,EX,4.3,EX,1,EX,1,EX,0.3,EX,2.7,VG,1.9,EX,0.5,EX,0.7,VG,0.8,EX,1.6,EX,2,EX,0.9,EX,
1052,GD,,3.09,3.11,1.968,56.8,36.51,41.03,48.6,77.4,3.97,2,2.84,0.55,16.06,43.34,63.46,57,EX,36.5,EX,41,EX,50,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,16,EX,43.5,63.5,VG,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.5,EX,1.1,EX,0.7,EX,0.5,EX,3.7,EX,4.1,EX,1,EX,1.6,VG,1.3,VG,3.7,GD,1.2,EX,0.9,VG,0.3,EX,1.2,VG,2.7,EX,3.8,EX,1.1,EX,
1053,VG,,3.07,3.1,1.854,58.8,32.7,41.3,47.4,77.1,3.34,1.14,2.08,0.68,13.2,43.59,60.14,59,EX,32.5,EX,41.4,EX,45,EX,75,EX,3.5,EX,THN,STK,EX,None / Very Small,13,EX,43.5,60.1,EX,EX,EX,EX,EX,EX,#N/A,EX,VG,,0.8,EX,0.5,EX,0.7,EX,0.9,EX,5.4,EX,3.5,EX,0.7,EX,0.6,EX,1,EX,2.4,VG,1.7,EX,0.6,EX,0.7,VG,1.3,VG,1,EX,2.2,EX,1,EX,
1054,EX,,3,3.03,1.9,58.1,36.1,41.4,49.4,79.4,3.97,1.99,3.15,0.73,15.27,43.69,62.93,58,EX,36,EX,41.4,EX,50,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,15.5,EX,43.5,62.9,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,1,VG,0.4,EX,1.2,EX,1.5,VG,3.7,EX,5.4,EX,0.5,EX,1.7,VG,1.7,VG,2.1,VG,2.7,EX,0.5,EX,0.6,EX,0.2,EX,2,EX,1.6,EX,1.4,EX,
1055,EX,,3.05,3.08,1.83,57.1,32.78,40.54,47.7,79.3,3.36,1.47,3.03,0.62,13.83,42.47,59.69,57,EX,33,EX,40.6,EX,50,EX,80,EX,3.5,EX,MED,THK,VG,None / Very Small,14,EX,42.5,59.7,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,1,VG,0.4,EX,0.5,EX,0.7,EX,5,EX,2.2,EX,1.6,VG,1,EX,1.3,VG,1.9,VG,3.5,VG,0.4,EX,0.2,EX,0.2,EX,0.8,EX,1.5,EX,0.7,EX,
1056,VG,,3.06,3.08,1.846,59.4,34.28,40.48,51,77.6,3.97,1.69,2.7,0.55,13.77,42.34,60.07,59,EX,34.5,EX,40.4,VG,50,EX,80,EX,4,EX,MED,STK,EX,None / Very Small,14,EX,42.5,60.1,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.6,EX,0.2,EX,0.8,EX,0.5,EX,2.9,EX,3.1,EX,0.9,EX,0.7,EX,0.7,EX,1.9,VG,1.8,EX,0,EX,0.3,EX,0.3,EX,2.3,EX,3.5,EX,0.6,EX,
1059,VG,,3.05,3.09,1.822,59,32.74,40.7,47.2,79.3,3.84,1.73,3.29,0.68,13.03,42.49,59.37,59,EX,32.5,EX,40.8,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,13,EX,42.5,59.4,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,1.5,VG,0.6,EX,0.4,EX,1.6,VG,6.1,EX,5.4,EX,0.6,EX,0.7,EX,0.7,EX,2.2,VG,4.8,VG,0.1,EX,1.1,VG,1,VG,1.4,EX,2.7,EX,1.8,EX,
1060,VG,,3.09,3.11,1.908,59.9,34.19,41.35,46.9,77.2,4.23,2.23,2.97,0.74,13.66,43.67,61.63,60,EX,34,EX,41.4,EX,45,EX,75,EX,4,EX,STK,THK,VG,None / Very Small,13.5,EX,43.5,61.6,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.6,EX,1.5,VG,0.4,EX,0.7,EX,4.6,EX,4.5,EX,0.8,EX,1,EX,1.6,VG,2.2,VG,3.8,VG,0.6,EX,0.4,EX,0.9,EX,2.8,EX,1.7,EX,0.9,EX,
1061,VG,,2.99,3.03,1.834,57.6,32.84,40.93,46.3,78.2,4.15,2.23,3.22,0.83,13.69,42.99,60.93,58,EX,33,EX,41,EX,45,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,13.5,EX,43,60.9,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,1,VG,0.5,EX,0.6,EX,0.6,EX,7.3,EX,6.6,VG,0.4,EX,1,EX,1,EX,3.5,GD,3.4,VG,0.8,VG,0.7,VG,1.4,VG,2.9,EX,2.6,EX,0.6,EX,
1062,GD,,3,3.01,1.879,57.9,36.1,40.64,46.7,80.9,4.46,2.59,3.36,0.6,15.36,42.63,62.49,58,EX,36,EX,40.6,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15.5,EX,42.5,62.5,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,0.4,EX,0.3,EX,1.6,VG,1.2,VG,6.6,EX,3.7,EX,0.6,EX,0.3,EX,0.3,EX,3.1,GD,2.9,VG,0.6,EX,1.2,VG,1.8,VG,1.9,EX,2.3,EX,1.2,EX,
1063,EX,,2.96,2.98,1.764,60.7,32.75,41.29,45.7,80.6,3.27,1.11,2.16,0.67,12.63,43.48,59.41,61,EX,33,EX,41.2,EX,45,EX,80,EX,3.5,EX,THN,STK,EX,None / Very Small,12.5,EX,43.5,59.4,EX,EX,EX,EX,EX,EX,#N/A,EX,VG,,0.7,EX,1.7,VG,0.2,EX,0.9,EX,7.3,EX,5.6,EX,0.9,EX,1.7,VG,1.3,VG,2.3,VG,4.8,VG,0.9,VG,0.5,EX,1.2,VG,2.1,EX,1.7,EX,0.9,EX,
1064,VG,,2.93,2.95,1.842,59,36.48,40.8,51.6,78.9,4.66,2.52,4.12,0.85,15.21,42.78,62.7,59,EX,36.5,EX,40.8,EX,50,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15,EX,43,62.7,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.6,EX,0.6,EX,1.5,VG,1.3,VG,5.7,EX,3.9,EX,1.6,VG,0.7,EX,1,EX,3.5,GD,1.7,EX,0.7,VG,1.1,VG,1.7,VG,1,EX,2.1,EX,1.3,EX,
1065,VG,,2.99,3.01,1.812,58.1,33.66,40.81,47.8,78.8,3.53,1.6,3,0.77,14.03,42.8,60.4,58,EX,33.5,EX,40.8,EX,50,EX,80,EX,3.5,EX,MED,THK,VG,None / Very Small,14,EX,43,60.4,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,0.8,EX,0.7,EX,2.9,GD,0.3,EX,7.1,EX,2.9,EX,2,VG,1.7,VG,1,EX,2.8,VG,2.3,EX,0.5,EX,0.2,EX,0.3,EX,1.8,EX,2.5,EX,0.4,EX,
1067,VG,,2.96,3,1.83,61.5,35.98,40.78,48.2,77.6,4.77,2.08,4.4,0.84,13.9,42.63,61.43,62,EX,36,EX,40.8,EX,50,EX,80,EX,5,VG,STK,VTK,GD,None / Very Small,14,EX,42.5,61.4,EX,GD,VG,GD,GD,GD,#N/A,GD,GD,,1.1,VG,1,EX,1.7,VG,0.6,EX,9.3,VG,3.2,EX,2.1,VG,1.7,VG,0.7,EX,4.7,GD,5,VG,0.4,EX,0.4,EX,0.3,EX,2.4,EX,2.7,EX,0.8,EX,
1068,VG,,2.94,2.97,1.848,57.2,35.7,40.85,47.3,77.3,4.2,2.13,3.18,0.98,15.44,42.91,62.58,57,EX,35.5,EX,40.8,EX,45,EX,75,EX,4,EX,STK,THK,VG,None / Very Small,15.5,EX,43,62.6,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,1.2,VG,0.7,EX,0.5,EX,0.3,EX,4.6,EX,4.4,EX,0.6,EX,1,EX,1.4,VG,1.9,VG,1.9,EX,0.4,EX,0.6,EX,1,VG,2.7,EX,1.9,EX,1.1,EX,
1069,VG,,2.93,2.96,1.743,61.1,33.09,40.51,49.9,78.3,3.97,2.17,2.79,0.54,12.7,42.49,59.21,61,EX,33,EX,40.6,EX,50,EX,80,EX,4,EX,STK,STK,EX,None / Very Small,12.5,EX,42.5,59.2,EX,EX,VG,VG,VG,VG,#N/A,VG,VG,,0.9,EX,1.1,EX,1.1,EX,0.3,EX,6.6,EX,2.8,EX,0.5,EX,0.3,EX,0.7,EX,2.2,VG,3,VG,0.4,EX,0.4,EX,0.7,EX,2.7,EX,1.3,EX,0.3,EX,
1070,VG,,2.92,2.94,1.731,60.6,32.55,40.85,46.6,77.5,3.48,1.02,2.73,0.58,12.57,43,59.12,61,EX,32.5,EX,40.8,EX,45,EX,80,EX,3.5,EX,THN,STK,EX,None / Very Small,12.5,EX,43,59.1,EX,EX,VG,VG,VG,VG,#N/A,VG,VG,,0.5,EX,0.6,EX,0.6,EX,0.5,EX,4.1,EX,3,EX,1.1,EX,0.7,EX,0.7,EX,1.9,VG,2.9,VG,0.4,EX,0.2,EX,0.6,EX,1,EX,3.3,EX,0.6,EX,
1071,VG,,2.92,2.95,1.832,60,36.06,41.3,46.5,75.7,4.36,2.18,3.37,0.89,14.58,43.48,62.42,60,EX,36,EX,41.4,EX,45,EX,75,EX,4.5,EX,STK,THK,VG,None / Very Small,14.5,EX,43.5,62.4,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,1.1,VG,0.6,EX,1,EX,0.7,EX,5.4,EX,2,EX,0.9,EX,0.7,EX,1,EX,2.1,VG,3.6,VG,0.3,EX,0.7,VG,0.8,EX,2,EX,1,EX,0.9,EX,
1072,VG,,2.96,2.99,1.826,57.2,32.96,41.14,51,78.5,4.13,2.05,3.43,0.61,13.78,43.39,61.38,57,EX,33,EX,41.2,EX,50,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,14,EX,43.5,61.4,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.8,EX,1.1,EX,0.4,EX,0.8,EX,3.2,EX,4,EX,1.6,VG,0.7,EX,1.3,VG,2.4,VG,1.5,EX,0.2,EX,0.1,EX,0.2,EX,2.4,EX,2.4,EX,0.8,EX,
1073,VG,,2.93,2.96,1.844,56.6,35.96,40.73,51.3,81.4,4.08,1.7,3.43,0.44,15.73,42.81,62.66,57,EX,36,EX,40.8,EX,50,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,15.5,EX,43,62.7,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.8,EX,0.5,EX,0.8,EX,1.6,VG,5.2,EX,2.2,EX,0.9,EX,0.7,EX,1.4,VG,2.1,VG,1.5,EX,0.8,VG,0.7,VG,0.2,EX,1.2,EX,3.2,EX,1.5,EX,
1074,VG,,2.95,2.97,1.815,57.5,33.1,41.04,53.1,79.7,4.36,2.3,3.51,0.84,13.81,43.08,61.28,58,EX,33,EX,41,EX,55,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14,EX,43,61.3,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,0.5,EX,0.9,EX,0.3,EX,0.6,EX,5.9,EX,2,EX,0.9,EX,0.7,EX,1.4,VG,3.8,GD,2.5,EX,0.4,EX,1,VG,1.4,VG,1,EX,1.7,EX,0.9,EX,
1075,VG,,2.94,2.96,1.847,58.4,36.48,41.39,46.6,77.3,3.63,1.12,2.61,0.64,15.38,43.69,62.7,58,EX,36.5,EX,41.4,EX,45,EX,75,EX,3.5,EX,THN,STK,EX,None / Very Small,15.5,EX,43.5,62.7,EX,EX,VG,VG,VG,VG,#N/A,VG,GD,,0.6,EX,0.9,EX,1.2,EX,1.1,VG,4.6,EX,4.3,EX,1.2,EX,1.7,VG,1,EX,3.2,GD,2.2,EX,0.3,EX,0.5,EX,0.5,EX,2.5,EX,3.2,EX,1,EX,
1076,VG,,2.94,2.98,1.803,58.5,32.88,41.33,46.6,78.1,3.72,1.62,3.08,0.51,13.45,43.76,60.93,59,EX,33,EX,41.4,EX,45,EX,80,EX,3.5,EX,MED,THK,VG,None / Very Small,13.5,EX,44,60.9,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,1.1,VG,1,EX,0.3,EX,0.4,EX,4.8,EX,5.3,EX,1,EX,0.7,EX,1.4,VG,2.2,VG,2,EX,0.7,VG,0.5,EX,1.2,VG,1.4,EX,2.6,EX,0.8,EX,
1078,EX,,2.99,3.01,1.882,57.3,35.99,40.9,46.8,79.5,4.23,2.07,3.3,0.8,15.46,42.92,62.71,57,EX,36,EX,41,EX,45,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,15.5,EX,43,62.7,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.5,EX,0.2,EX,0.9,EX,0.8,EX,5.9,EX,3.9,EX,1.3,VG,0.7,EX,1.7,VG,2.2,VG,2.5,EX,0.3,EX,1,VG,1.2,VG,1.1,EX,1.4,EX,0.8,EX,
1079,VG,,2.98,3.01,1.876,57.2,34.45,41.45,47.4,78.1,4.21,1.37,3.11,0.7,14.69,43.77,62.64,57,EX,34.5,EX,41.4,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,14.5,EX,44,62.6,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.7,EX,1.2,EX,1.6,VG,0.5,EX,5.3,EX,3.7,EX,0.5,EX,1,EX,0.7,EX,2.1,VG,3.2,VG,0.8,VG,0.2,EX,0.9,EX,2.5,EX,3,EX,2,VG,
1080,VG,,2.94,2.96,1.701,59.3,32.5,39.38,48.7,77.1,3.83,1.42,3.46,0.37,12.99,40.84,57.7,59,EX,32.5,EX,39.4,GD,50,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,13,EX,41,57.7,EX,GD,GD,GD,GD,GD,#N/A,GD,GD,,0.5,EX,0.7,EX,1.4,VG,1.2,VG,4,EX,4.4,EX,1.6,VG,1.4,VG,0.3,EX,3.3,GD,2,EX,0.8,VG,0.8,VG,0.9,EX,2.1,EX,2,EX,1.8,EX,
1081,VG,,2.92,2.93,1.819,58.2,36.34,40.51,47.9,79,4.41,2.26,3.32,0.51,15.36,42.44,62.21,58,EX,36.5,EX,40.6,EX,50,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15.5,EX,42.5,62.2,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.6,EX,0.5,EX,1.2,EX,0.7,EX,3.8,EX,4.9,EX,0.6,EX,0.7,EX,0.7,EX,3.5,GD,2.5,EX,0.5,EX,0.6,EX,1,VG,1.6,EX,3.3,EX,0.7,EX,
1082,VG,,3.11,3.12,1.895,60,34.24,40.71,45.5,79.8,4.34,2.06,4.37,0.51,13.68,42.81,60.85,60,EX,34,EX,40.8,EX,45,EX,80,EX,4.5,EX,STK,VTK,GD,None / Very Small,13.5,EX,43,60.9,EX,GD,EX,GD,GD,GD,#N/A,GD,GD,,0.5,EX,0.4,EX,1.2,EX,0.5,EX,7.1,EX,6,EX,0.7,EX,1,EX,1.3,VG,3.5,GD,4,VG,0.6,EX,0.8,VG,1.4,VG,1.7,EX,4.3,EX,0.6,EX,
1083,EX,,3.19,3.23,1.937,58.1,33.11,40.65,48.2,78.5,4.05,2.27,3.02,0.62,13.65,42.63,60.36,58,EX,33,EX,40.6,EX,50,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,13.5,EX,42.5,60.4,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,1.1,VG,1.1,EX,0.3,EX,0.4,EX,5.5,EX,4.5,EX,0.9,EX,0.6,EX,0.6,EX,2.3,VG,2.1,EX,0.1,EX,0.4,EX,0.4,EX,1.7,EX,1.8,EX,0.4,EX,
1084,VG,,3.16,3.17,1.979,60.7,36.53,41,53.8,81.6,4.74,2.4,3.7,0.73,14.59,43.11,62.51,61,EX,36.5,EX,41,EX,55,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14.5,EX,43,62.5,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.5,EX,0.3,EX,1.2,EX,0.5,EX,4.1,EX,3.1,EX,1.1,EX,0.6,EX,0.3,EX,2.2,VG,1.4,EX,0.7,VG,0.4,EX,0.3,EX,1.6,EX,4.3,EX,0.5,EX,
1085,VG,,3.18,3.22,2.014,58.3,36.43,40.91,51.6,78.3,4.56,2.78,3.47,0.59,15.34,42.97,62.94,58,EX,36.5,EX,41,EX,50,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15.5,EX,43,62.9,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,1.2,VG,1.1,EX,0.6,EX,0.5,EX,6.5,EX,3.4,EX,0.7,EX,0.6,EX,0.3,EX,2.4,VG,2.5,EX,0.3,EX,0.2,EX,0.2,EX,1,EX,1.9,EX,0.4,EX,
1087,VG,,3.1,3.14,1.945,58.8,35.04,41.06,50,76.9,4.58,1.92,4.04,1.06,14.39,43.24,62.34,59,EX,35,EX,41,EX,50,EX,75,EX,4.5,EX,MED,THK,VG,None / Very Small,14.5,EX,43,62.3,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,1.2,VG,0.7,EX,0.4,EX,1.5,VG,3.3,EX,3,EX,1.6,VG,1.3,VG,2.2,VG,3.6,GD,3.5,VG,0.9,VG,1,VG,1.8,VG,4,VG,2.7,EX,1.5,EX,
1088,GD,,3.12,3.15,1.958,61.7,34.65,41.34,47.4,75.5,5.49,3.38,5.14,0.67,13.18,43.81,62.48,62,EX,34.5,EX,41.4,EX,45,EX,75,EX,5.5,VG,THK,VTK,GD,None / Very Small,13,EX,44,62.5,EX,GD,EX,GD,GD,GD,#N/A,GD,GD,,0.8,EX,1.3,VG,1,EX,0.8,EX,5.8,EX,3,EX,2,VG,0.6,EX,1.3,VG,3.6,GD,4.1,VG,0.3,EX,0.1,EX,0.3,EX,1.8,EX,2.2,EX,0.9,EX,
1089,GD,,3.17,3.2,1.892,59.3,32.76,40.55,46.4,79.1,3.83,1.51,2.98,0.72,13.09,42.45,59.4,59,EX,33,EX,40.6,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,13,EX,42.5,59.4,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.9,EX,0.6,EX,0.3,EX,0.2,EX,2.6,EX,3.2,EX,1.3,VG,0.6,EX,0.6,EX,1.8,VG,2.2,EX,0.6,EX,0.2,EX,0.5,EX,1.4,EX,1,EX,0.2,EX,
1090,VG,,3.12,3.14,1.861,58.8,32.58,40.68,47.4,77.1,3.65,1.41,2.91,0.64,13.18,42.66,59.51,59,EX,32.5,EX,40.6,EX,45,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,13,EX,42.5,59.5,EX,EX,VG,VG,VG,VG,#N/A,VG,VG,,0.6,EX,0.3,EX,0.5,EX,0.3,EX,2.7,EX,4.1,EX,0.7,EX,0.6,EX,1,EX,1.6,VG,3.6,VG,0.1,EX,0.7,VG,0.8,EX,2.4,EX,2.1,EX,0.4,EX,
1091,VG,,3.15,3.17,1.944,57.4,34.96,40.53,46.7,76.3,4.18,1.74,3.13,0.63,14.91,42.44,61.52,57,EX,35,EX,40.6,EX,45,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,15,EX,42.5,61.5,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.8,EX,0.7,EX,0.4,EX,0.6,EX,4.8,EX,2.7,EX,1,EX,0.6,EX,0.9,EX,1.7,VG,1.5,EX,0.4,EX,0.5,EX,0.6,EX,1.2,EX,1.4,EX,0.9,EX,
1092,VG,,3.2,3.23,1.921,59.2,33.44,40.68,48.8,76.9,3.7,1.74,2.99,0.65,13.4,42.57,59.73,59,EX,33.5,EX,40.6,EX,50,EX,75,EX,3.5,EX,MED,THK,VG,None / Very Small,13.5,EX,42.5,59.7,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.9,EX,1,EX,0.8,EX,0.7,EX,6.7,EX,4.2,EX,0.7,EX,0.6,EX,0.9,EX,2.7,VG,1.8,EX,0.3,EX,0.4,EX,0.6,EX,1.6,EX,2.4,EX,1,EX,
1093,VG,,3.25,3.27,1.949,57,32.89,40.53,48,74.4,3.44,0.64,2.67,0.77,13.88,42.4,59.84,57,EX,33,EX,40.6,EX,50,EX,75,EX,3.5,EX,ETN to VTN,STK,VG,None / Very Small,14,EX,42.5,59.8,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.6,EX,1.2,EX,0.6,EX,1,VG,3.5,EX,2.8,EX,1.4,VG,0.6,EX,1.2,EX,1.9,VG,2.9,VG,0.6,EX,0.4,EX,1,VG,1.7,EX,3.1,EX,1.1,EX,
