internal_id,,,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thickness_number,girdle_min_number,girdle_max_number,culet_size,crown_height,pavilion_depth,total_depth,table_size_rounded,crown_angle_rounded,pavilion_angle_rounded,star_length_rounded,lower_half_rounded,girdle_thickness_rounded,girdle_min_grade,girdle_max_grade,culet_size_description,crown_height_rounded,pavilion_depth_rounded,total_depth_rounded,sarine_cut_pre_polish_symmetry,sarine_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
201,Round,0.121,3.15,3.16,1.948,58,34.58,40.84,49.2,76.5,4.22,2.16,2.92,0.57,14.57,43.03,61.82,58,34.5,40.8,50,75,4,STK,STK,None / Very Small,14.5,43,61.8,EX,VG,0.3,EX,0.5,EX,0.3,EX,0.3,EX,4.3,EX,1.8,EX,0.8,EX,0.6,EX,1,EX,1.9,VG,1.6,EX,0.5,EX,0.3,EX,0.7,EX,1.2,EX,1.7,EX,0.3,EX,
203,Round,0.126,3.21,3.22,1.981,56.9,34.14,40.93,43.4,76.3,3.7,1.71,2.33,0.44,14.64,43.16,61.56,57,34,41,45,75,3.5,MED,STK,None / Very Small,14.5,43,61.6,EX,VG,0.4,EX,0.4,EX,0.7,EX,0.6,EX,5.7,EX,2.6,EX,0.4,EX,0.6,EX,0.6,EX,2,VG,1.9,EX,0.5,EX,0.2,EX,0.4,EX,2.1,EX,1.2,EX,0.7,EX,
204,Round,0.123,3.17,3.2,1.968,57.1,34.44,41.09,49,74.3,3.77,1.67,3.61,0.57,14.74,43.34,61.85,57,34.5,41,50,75,4,MED,THK,None / Very Small,14.5,43.5,61.8,VG,VG,0.9,EX,0.6,EX,1.1,EX,0.5,EX,2.8,EX,3.3,EX,1,EX,0.9,EX,0.9,EX,1.7,VG,2,EX,0.4,EX,0.1,EX,0.5,EX,2.4,EX,1.5,EX,0.5,EX,
215,Round,0.115,3.13,3.14,1.897,58.7,33.48,40.84,47.2,75.7,3.73,2.23,2.9,0.48,13.68,42.97,60.51,59,33.5,40.8,45,75,3.5,STK,STK,None / Very Small,13.5,43,60.5,EX,GD,0.4,EX,0.5,EX,0.5,EX,0.1,EX,3.5,EX,3,EX,0.6,EX,0.6,EX,0.6,EX,3.4,GD,3.1,VG,0.4,EX,0.3,EX,0.7,EX,1.1,EX,1.1,EX,0.3,EX,
650,Round,0.104,2.98,3.01,1.861,57.3,33.55,41.16,47.1,80.3,4.58,2.54,3.64,0.7,14.09,43.39,62.16,57,33.5,41.2,45,80,4.5,STK,THK,None / Very Small,14,43.5,62.2,VG,VG,0.9,EX,1,EX,0.8,EX,1.1,VG,4.3,EX,2,EX,1.1,EX,0.7,EX,1,EX,2.1,VG,2.5,EX,0.3,EX,0.9,VG,1.1,VG,1.9,EX,1.9,EX,1.2,EX,
232,Round,0.113,3.07,3.09,1.898,57.6,34.5,40.89,46.4,75.2,4.13,2.21,3.02,1.07,14.62,42.83,61.68,58,34.5,40.8,45,75,4,STK,THK,None / Very Small,14.5,43,61.7,VG,VG,0.6,EX,0.4,EX,1.3,VG,0.2,EX,5.3,EX,3.1,EX,0.5,EX,1,EX,1,EX,2.3,VG,3.8,VG,0.4,EX,0.4,EX,0.8,EX,2.6,EX,2.4,EX,0.2,EX,
235,Round,0.111,3.07,3.08,1.9,56.5,34.58,40.9,50.7,76.1,3.64,1.49,2.37,0.29,14.87,43.16,61.71,57,34.5,41,50,75,3.5,MED,STK,None / Very Small,15,43,61.7,EX,VG,0.4,EX,1,EX,0.9,EX,0.3,EX,3.2,EX,2.7,EX,1.1,EX,1.6,VG,0.6,EX,2.5,VG,1.8,EX,0.7,VG,0.7,VG,1.3,VG,2.2,EX,1.2,EX,0.3,EX,
664,Round,0.108,3.07,3.1,1.838,59.8,32.45,40.83,48,76.6,3.89,1.62,2.82,0.49,12.81,42.93,59.6,60,32.5,40.8,50,75,4,MED,STK,None / Very Small,13,43,59.6,VG,GD,1.2,VG,1.3,VG,0.3,EX,0.5,EX,5.4,EX,6.9,VG,0.6,EX,1,EX,0.6,EX,3.6,GD,2.7,EX,0.5,EX,0.3,EX,0.7,EX,2.5,EX,1.6,EX,0.4,EX,
196,Round,0.121,3.13,3.17,1.954,57.5,34.84,40.99,48.9,76.4,4.03,2.35,2.95,0.48,14.8,43.22,62.05,58,35,41,50,75,4,STK,THK,None / Very Small,15,43,62.1,VG,VG,1,VG,0.8,EX,0.7,EX,0.8,EX,2.6,EX,2.9,EX,0.6,EX,0.3,EX,0.6,EX,1.7,VG,1.3,EX,0.1,EX,0.7,VG,0.7,EX,2,EX,2.5,EX,0.9,EX,
214,Round,0.117,3.12,3.14,1.929,58.4,34.54,41.08,44.6,76,3.96,1.95,2.72,0.64,14.35,43.29,61.63,58,34.5,41,45,75,4,MED,STK,None / Very Small,14.5,43.5,61.6,EX,EX,0.7,EX,0.8,EX,1.1,EX,0.3,EX,3.2,EX,3,EX,0.7,EX,0.6,EX,0.3,EX,1,EX,1.8,EX,0.3,EX,0.4,EX,0.7,EX,2.2,EX,0.8,EX,0.4,EX,
239,ROUND,0.119,3.13,3.14,1.956,56.9,34.96,41.08,48.1,76.9,3.92,2.11,2.62,0.48,15.09,43.35,62.39,57,35,41,50,75,4,STK,STK,None / Very Small,15,43.5,62.4,EX,EX,0.2,EX,0.8,EX,0.1,EX,0.2,EX,3.6,EX,1.7,EX,0.5,EX,1,EX,0.3,EX,1.4,EX,1.8,EX,0.5,EX,0.2,EX,0.7,EX,0.9,EX,1.4,EX,0.3,EX,
608,Round,0.122,3.22,3.24,1.944,59.8,32.91,41.73,47.2,76.4,2.85,0.81,2.32,0.65,13.02,44.28,60.24,60,33,41.8,45,75,3,THN,STK,None / Very Small,13,44.5,60.2,EX,GD,0.7,EX,1.5,VG,0.7,EX,0.4,EX,5.5,EX,5,EX,1.2,EX,0.6,EX,0.6,EX,4.3,GD,2.3,EX,0.5,EX,0.4,EX,0.6,EX,4.2,VG,2,EX,0.6,EX,
638,Round,0.111,3.06,3.07,1.892,61.6,34.5,41.63,49,80.6,4.21,2.15,3.17,0.62,13.32,44.16,61.75,62,34.5,41.6,50,80,4,STK,THK,None / Very Small,13.5,44,61.7,VG,VG,0.6,EX,1,EX,0.7,EX,1.4,VG,3.7,EX,5.7,EX,0.7,EX,1.3,VG,1,EX,2.2,VG,2.3,EX,0.7,VG,0.8,VG,1,VG,1.6,EX,1.7,EX,1.5,EX,
216,Round,0.114,3.12,3.14,1.908,58.3,34.18,41.18,46.7,76,3.32,1.53,2.56,0.51,14.12,43.47,60.94,58,34,41.2,45,75,3.5,MED,STK,None / Very Small,14,43.5,60.9,EX,VG,0.7,EX,1,EX,1.5,VG,1,VG,5.5,EX,3.1,EX,0.7,EX,1,EX,1,EX,1.6,VG,2.4,EX,0.1,EX,0.5,EX,0.4,EX,3,EX,1.9,EX,0.8,EX,
199,Round,0.126,3.2,3.22,1.985,56.6,34.61,40.96,47.9,75,3.62,2,2.59,0.41,15,43.23,61.92,57,34.5,41,50,75,3.5,MED,STK,None / Very Small,15,43,61.9,EX,VG,0.6,EX,1.4,VG,0.4,EX,0.3,EX,2.8,EX,4.3,EX,0.5,EX,0.6,EX,0.3,EX,2.1,VG,2.5,EX,0.3,EX,0.3,EX,0.6,EX,1.7,EX,0.8,EX,0.3,EX,
590,Round,0.106,2.98,2.99,1.89,58.5,34.8,41.68,54.4,77.1,4.69,2.08,3.42,0.8,14.43,44.17,63.3,59,35,41.6,55,75,4.5,STK,THK,None / Very Small,14.5,44,63.3,VG,GD,0.4,EX,0.8,EX,1.2,EX,1.3,VG,3.9,EX,4.6,EX,1.2,EX,2,VG,1,EX,3.4,GD,3.2,VG,0.6,EX,0.8,VG,0.5,EX,2.4,EX,1.9,EX,1.6,EX,
598,Round,0.09,2.92,2.94,1.728,61.7,34.28,40.96,47.4,75.3,2.87,0.92,2.05,0.58,13.02,43.05,59.04,62,34.5,41,45,75,3,THN,STK,None / Very Small,13,43,59,EX,VG,0.6,EX,0.7,EX,1.4,VG,1.5,VG,5.3,EX,3.7,EX,0.7,EX,1.4,VG,0.7,EX,1.4,EX,1.2,EX,0.2,EX,0.9,VG,0.7,EX,3.2,EX,1.7,EX,1.6,EX,
611,Round,0.094,2.91,2.93,1.77,59.5,33.5,41.01,47.8,77.4,4.05,1.75,2.95,0.69,13.37,43.26,60.68,60,33.5,41,50,75,4,MED,THK,None / Very Small,13.5,43.5,60.7,VG,VG,0.8,EX,0.5,EX,0.8,EX,1.2,VG,2.9,EX,2,EX,1.1,EX,0.7,EX,1,EX,1.9,VG,3.2,VG,0.5,EX,0.5,EX,0.5,EX,1.7,EX,0.8,EX,1.3,EX,
642,Round,0.097,2.99,3.02,1.756,61.9,32.68,40.71,46.6,79,3.53,1.36,2.4,0.63,12.25,42.64,58.46,62,32.5,40.8,45,80,3.5,MED,STK,None / Very Small,12.5,42.5,58.5,VG,VG,0.9,EX,1,EX,0.9,EX,0.5,EX,3.8,EX,4.9,EX,0.5,EX,0.3,EX,0.7,EX,2.6,VG,3,VG,0.1,EX,0.5,EX,0.6,EX,2.3,EX,2.3,EX,0.6,EX,
646,Round,0.125,3.16,3.18,2.001,56.9,35.91,41.33,45.4,79.8,3.62,1.8,2.62,0.63,15.66,43.68,63.06,57,36,41.4,45,80,3.5,MED,STK,None / Very Small,15.5,43.5,63.1,EX,GD,0.7,EX,0.9,EX,2.3,VG,0.7,EX,2.8,EX,1.5,EX,0.6,EX,1.6,VG,0.9,EX,3.1,GD,3,VG,0,EX,0.2,EX,0.2,EX,2.3,EX,2.5,EX,0.8,EX,
649,Round,0.105,2.92,2.97,1.888,58.1,36.31,41.04,49.5,80.9,5.7,3.57,4.55,0.65,15.42,42.78,64.11,58,36.5,41,50,80,5.5,THK,VTK,None / Very Small,15.5,43,64.1,GD,GD,1.6,VG,1.1,EX,0.5,EX,1.2,VG,4.8,EX,4.1,EX,0.7,EX,1.4,VG,1.4,VG,4.6,GD,2.1,EX,0.7,VG,0.9,VG,1.3,VG,2.4,EX,2.1,EX,1.5,EX,
580,Round,0.118,3.19,3.21,1.881,58.6,32.79,40.19,47.6,77.9,3.31,1.25,2.31,0.5,13.4,42.05,58.76,59,33,40.2,50,80,3.5,MED,STK,None / Very Small,13.5,42,58.8,GD,VG,0.7,EX,1.3,VG,1.8,VG,0.9,EX,8.2,EX,3.5,EX,0.7,EX,1.2,EX,1.2,EX,2.4,VG,2.6,EX,0.3,EX,0.1,EX,0.3,EX,2.1,EX,1.8,EX,1,EX,
660,Round,0.103,3,3.02,1.829,61.2,34.69,41.28,50.9,75.6,3.62,1.56,2.42,0.53,13.45,43.64,60.74,61,34.5,41.2,50,75,3.5,MED,STK,None / Very Small,13.5,43.5,60.7,EX,VG,0.6,EX,0.7,EX,0.3,EX,1,VG,3.7,EX,6,EX,1,EX,0.7,EX,1,EX,2.8,VG,1.6,EX,0.3,EX,0.3,EX,0.1,EX,1.2,EX,0.9,EX,0.9,EX,
661,Round,0.106,3,3.02,1.889,57.6,34.45,41.45,48.9,81.1,4.28,2.09,3.12,0.53,14.55,43.87,62.74,58,34.5,41.4,50,80,4.5,STK,THK,None / Very Small,14.5,44,62.7,VG,VG,0.9,EX,0.3,EX,0.7,EX,0.6,EX,1.6,EX,2.2,EX,0.7,EX,0.7,EX,0.7,EX,1.9,VG,1.8,EX,0.6,EX,0.4,EX,0.5,EX,1,EX,2.5,EX,0.5,EX,
582,Round,0.093,2.91,2.93,1.757,60.4,33.23,40.99,45.8,76.5,3.87,1.51,2.71,0.51,13.02,43.27,60.19,60,33,41,45,75,4,MED,STK,None / Very Small,13,43.5,60.2,EX,GD,0.8,EX,0.6,EX,0.7,EX,0.3,EX,4.9,EX,2.4,EX,0.6,EX,0.3,EX,1,EX,3.7,GD,2.6,EX,0.1,EX,0.4,EX,0.3,EX,2.1,EX,1.5,EX,0.7,EX,
612,Round,0.097,2.98,2.99,1.75,60.8,32.65,40.14,46,75.9,4.12,1.98,3.15,0.64,12.66,41.84,58.63,61,32.5,40.2,45,75,4,MED,THK,None / Very Small,12.5,42,58.6,GD,VG,0.6,EX,1.1,EX,1.1,EX,0.8,EX,5,EX,6.9,VG,0.7,EX,1.3,VG,1.3,VG,2.9,VG,3.8,VG,0.6,EX,0.4,EX,0.8,EX,4.3,VG,1.3,EX,0.8,EX,
665,Round,0.101,3.04,3.06,1.775,60.3,32.79,40.38,48,76.5,3.18,1.11,1.87,0.66,12.82,42.2,58.2,60,33,40.4,50,75,3,THN,MED,None / Very Small,13,42,58.2,VG,VG,0.8,EX,1.1,EX,0.4,EX,0.6,EX,2.8,EX,4.1,EX,0.6,EX,0.3,EX,0.7,EX,1.8,VG,1.8,EX,0.1,EX,0.3,EX,0.2,EX,1,EX,2.7,EX,0.7,EX,
601,Round,0.097,2.94,2.96,1.813,57.6,34.45,41.14,44.8,77.7,3.56,1.53,2.65,0.51,14.59,43.4,61.52,58,34.5,41.2,45,80,3.5,MED,STK,None / Very Small,14.5,43.5,61.5,EX,GD,0.5,EX,0.6,EX,0.5,EX,1.2,VG,8.1,EX,4.5,EX,0.8,EX,1.4,VG,1.4,VG,1.8,VG,2.1,EX,1.1,VG,1.5,GD,2.5,GD,2.3,EX,2,EX,1.2,EX,
587,Round,0.099,2.94,2.96,1.828,59.9,36.65,41.1,47.5,76.8,3.77,1.66,2.71,0.81,14.93,43.3,62.03,60,36.5,41.2,50,75,4,MED,STK,None / Very Small,15,43.5,62,VG,VG,0.7,EX,0.8,EX,1.6,VG,0.7,EX,4.1,EX,2,EX,1,EX,1.4,VG,1,EX,1.9,VG,3,VG,0.4,EX,0.2,EX,0.4,EX,3.8,VG,1.6,EX,0.7,EX,
621,Round,0.103,3.01,3.02,1.863,57.6,34.88,41.4,44.8,78.9,3.19,0.76,2.16,0.5,14.76,43.8,61.81,58,35,41.4,45,80,3,THN,STK,None / Very Small,15,44,61.8,EX,GD,0.3,EX,0.9,EX,1.6,VG,0.5,EX,3.9,EX,3.4,EX,1.3,VG,1.7,VG,0.7,EX,4.3,GD,3.6,VG,0.4,EX,0.3,EX,0.3,EX,1.6,EX,3.4,EX,0.6,EX,
637,Round,0.109,3.04,3.07,1.903,58,32.56,42.03,46,75.6,3.99,1.37,3.04,0.82,13.45,44.7,62.27,58,32.5,42,45,75,4,MED,THK,None / Very Small,13.5,44.5,62.3,VG,VG,0.9,EX,0.8,EX,1,EX,1.3,VG,2,EX,7.6,VG,1,EX,0.7,EX,1.3,VG,2.6,VG,1.5,EX,0.3,EX,1.1,VG,1.4,VG,2,EX,2,EX,1.3,EX,
623,Round,0.106,3.06,3.11,1.823,61.5,32.96,41.08,48.4,78.7,3.34,1.43,3.05,0.68,12.49,43.27,59.13,62,33,41,50,80,3.5,MED,THK,None / Very Small,12.5,43.5,59.1,VG,VG,1.4,VG,1.2,EX,0.7,EX,0.9,EX,5.4,EX,4.7,EX,1.8,VG,0.3,EX,1.6,VG,2.3,VG,1.8,EX,0.2,EX,1.1,VG,1.2,VG,3,EX,1.5,EX,1.3,EX,
653,Round,0.099,2.96,2.98,1.839,58.1,34.74,41.69,45.9,76.9,3.13,1.62,2.32,0.77,14.48,44.22,61.94,58,34.5,41.6,45,75,3,MED,STK,None / Very Small,14.5,44,61.9,EX,VG,0.5,EX,0.7,EX,0.7,EX,0.5,EX,3.6,EX,3.1,EX,0.6,EX,0.7,EX,0.7,EX,2.6,VG,1.6,EX,0.3,EX,0.6,EX,0.8,EX,1,EX,2.9,EX,0.7,EX,
655,Round,0.104,2.98,3.04,1.855,57.5,32.06,41.35,50.8,80.2,4.65,2.03,3.72,0.93,13.36,43.58,61.67,58,32,41.4,50,80,4.5,MED,THK,None / Very Small,13.5,43.5,61.7,VG,VG,1.8,VG,2.3,VG,1.7,VG,1.4,VG,7.6,EX,3.1,EX,1.1,EX,1.7,VG,1,EX,2.8,VG,2.8,VG,0.3,EX,1,VG,1.1,VG,1.7,EX,2.2,EX,1.5,EX,
626,Round,0.11,3.04,3.06,1.866,62.8,35.38,41.04,49.3,78.9,4.89,2.46,4.03,0.52,13.31,42.89,61.18,63,35.5,41,50,80,5,STK,THK,None / Very Small,13.5,43,61.2,VG,GD,0.5,EX,0.4,EX,1.6,VG,0.9,EX,3.9,EX,2,EX,0.8,EX,1,EX,1,EX,4.2,GD,2.1,EX,0.1,EX,0.3,EX,0.4,EX,2,EX,3.4,EX,1,EX,
656,Round,0.107,3.04,3.08,1.844,61.1,32.99,41.33,50.3,77.7,4.21,1.63,3.43,0.65,12.64,43.29,60.24,61,33,41.4,50,80,4,MED,THK,None / Very Small,12.5,43.5,60.2,VG,VG,1.4,VG,0.4,EX,0.6,EX,0.3,EX,4.9,EX,5.4,EX,1.8,VG,0.7,EX,1,EX,2.4,VG,3.3,VG,0.4,EX,0.2,EX,0.6,EX,1.7,EX,2.1,EX,0.4,EX,
630,Round,0.109,3.08,3.1,1.845,60.9,31.93,41.21,46,76.8,4.08,1.91,3.17,0.71,12.19,43.37,59.67,61,32,41.2,45,75,4,MED,THK,None / Very Small,12,43.5,59.7,VG,GD,0.8,EX,1.4,VG,0.9,EX,0.5,EX,7.2,EX,4.4,EX,1.2,EX,0.6,EX,1,EX,3.3,GD,4.2,VG,0.3,EX,0.5,EX,0.6,EX,3.3,EX,1.8,EX,0.6,EX,
202,Round,0.124,3.14,3.15,1.948,57.4,35.2,39.93,48,75.7,5.15,3.05,3.81,0.41,15.06,41.65,61.88,57,35,40,50,75,5,THK,THK,None / Very Small,15,41.5,61.9,VG,VG,0.3,EX,0.4,EX,0.6,EX,0.1,EX,6,EX,2.1,EX,0.5,EX,1,EX,0.6,EX,2.5,VG,2.4,EX,0.4,EX,0.6,EX,1,VG,2.3,EX,2.4,EX,0.2,EX,
648,Round,0.095,2.94,2.96,1.785,58.3,34.96,40.85,48.5,75.9,2.85,0.95,2.34,0.68,14.62,42.98,60.55,58,35,40.8,50,75,3,THN,STK,None / Very Small,14.5,43,60.5,EX,GD,0.6,EX,1.2,EX,0.7,EX,0.5,EX,2.5,EX,3.7,EX,1,EX,0.3,EX,1,EX,3.4,GD,1.8,EX,0.2,EX,0.3,EX,0.3,EX,1.9,EX,1.4,EX,0.6,EX,
651,Round,0.104,3.02,3.03,1.838,57.6,33.8,40.88,47.1,76.5,3.53,1.42,2.77,0.66,14.2,42.92,60.68,58,34,40.8,45,75,3.5,MED,STK,None / Very Small,14,43,60.7,EX,VG,0.4,EX,0.6,EX,0.9,EX,0.7,EX,6,EX,4.2,EX,1,EX,0.7,EX,1,EX,1.6,VG,0.8,EX,0.5,EX,0.2,EX,0.3,EX,2.2,EX,1.9,EX,0.7,EX,
228,Round,0.11,3.05,3.07,1.889,58.1,34.44,41.01,45.6,75.7,4.02,2.22,2.91,0.69,14.41,43.22,61.71,58,34.5,41,45,75,4,STK,STK,None / Very Small,14.5,43,61.7,EX,VG,0.7,EX,0.8,EX,0.6,EX,0.3,EX,6,EX,3.6,EX,0.5,EX,0.3,EX,0.3,EX,1.8,VG,4.3,VG,0.1,EX,0.2,EX,0.3,EX,3.2,EX,1.4,EX,0.3,EX,
234,Round,0.118,3.14,3.16,1.94,55.4,33.73,40.93,48,77.3,3.39,1.49,2.41,0.38,14.94,43.18,61.55,55,33.5,41,50,75,3.5,MED,STK,None / Very Small,15,43,61.5,EX,GD,0.6,EX,0.5,EX,0.5,EX,0.4,EX,5.7,EX,3.7,EX,0.5,EX,0.3,EX,0.3,EX,3.3,GD,2,EX,0.2,EX,0.1,EX,0.1,EX,1.7,EX,1.3,EX,0.3,EX,
238,Round,0.113,3.11,3.13,1.898,57.4,32.89,41.15,44.6,77.2,3.56,1.73,2.88,0.64,13.77,43.4,60.79,57,33,41.2,45,75,3.5,MED,STK,None / Very Small,14,43.5,60.8,EX,VG,0.7,EX,0.4,EX,0.4,EX,1,VG,2.5,EX,4.4,EX,1.2,EX,0.6,EX,1.6,VG,1.7,VG,2.8,VG,0.4,EX,0.1,EX,0.3,EX,1.9,EX,2,EX,1.1,EX,
181,Round,0.106,3.02,3.04,1.87,57.2,34.1,41.1,46.4,76.4,3.76,2.01,2.54,0.56,14.52,43.4,61.72,57,34,41.2,45,75,4,MED,STK,None / Very Small,14.5,43.5,61.7,EX,EX,0.6,EX,0.4,EX,0.9,EX,0.4,EX,3.3,EX,2.4,EX,0.4,EX,0.7,EX,0.3,EX,1.5,EX,2.7,EX,0.1,EX,0.3,EX,0.2,EX,2,EX,1.3,EX,0.5,EX,
200,ROUND,0.128,3.25,3.26,1.96,58.7,34.55,40.71,45.3,76.2,3.29,1.6,2.46,0.8,14.16,42.7,60.22,59,34.5,40.8,45,75,3.5,MED,STK,None / Very Small,14,42.5,60.2,EX,VG,0.5,EX,0.5,EX,0.1,EX,0.4,EX,4.2,EX,3.7,EX,0.7,EX,0.6,EX,0.9,EX,1.6,VG,2.9,VG,0.8,VG,0.3,EX,0.8,EX,1.2,EX,1.3,EX,0.6,EX,
205,Round,0.126,3.18,3.2,1.984,57.1,34.66,41.04,45.8,78.2,4.11,2.57,3.26,0.63,14.86,43.18,62.21,57,34.5,41,45,80,4,STK,THK,None / Very Small,15,43,62.2,VG,GD,0.4,EX,1,EX,0.7,EX,0.3,EX,5.8,EX,3.5,EX,0.5,EX,0.6,EX,0.6,EX,3.3,GD,2.9,VG,0.6,EX,0.5,EX,1,VG,2.3,EX,3.9,EX,0.4,EX,
230,Round,0.119,3.15,3.17,1.945,57.1,34.53,41.04,48.6,76.2,3.38,1.36,2.37,0.44,14.76,43.31,61.49,57,34.5,41,50,75,3.5,MED,STK,None / Very Small,15,43.5,61.5,EX,VG,0.6,EX,1,EX,1.2,EX,0.4,EX,5.2,EX,2.6,EX,0.4,EX,0.3,EX,0.6,EX,1.6,VG,3.6,VG,0.2,EX,0.2,EX,0.2,EX,3.2,EX,2.7,EX,0.4,EX,
233,Round,0.118,3.15,3.17,1.936,57.1,33.74,41.13,46.7,77.2,3.55,1.52,2.44,0.57,14.34,43.37,61.29,57,33.5,41.2,45,75,3.5,MED,STK,None / Very Small,14.5,43.5,61.3,EX,VG,0.4,EX,0.8,EX,0.5,EX,0.5,EX,5.3,EX,2.9,EX,0.7,EX,0.6,EX,0.6,EX,1.8,VG,4.3,VG,0.2,EX,0.1,EX,0.3,EX,2.7,EX,2,EX,0.4,EX,
578,ROUND,0.126,3.21,3.25,1.92,60.8,32.73,40.2,45.1,78.5,4.89,2.91,4.86,0.43,12.6,41.9,59.46,61,32.5,40.2,45,80,5,STK,VTK,None / Very Small,12.5,42,59.5,GD,VG,1.1,VG,1.8,VG,0.5,EX,0.2,EX,6,EX,6.4,VG,0.6,EX,0.9,EX,0.6,EX,2.1,VG,1.8,EX,0.6,EX,0.1,EX,0.6,EX,1.5,EX,3.2,EX,0.5,EX,
581,ROUND,0.095,2.95,3,1.76,59.6,32.49,40.65,49,76.6,3.46,1.48,3.36,0.44,12.94,42.67,59.14,60,32.5,40.6,50,75,3.5,MED,THK,None / Very Small,13,42.5,59.1,VG,GD,1.7,VG,0.9,EX,0.5,EX,1.2,VG,3,EX,2.9,EX,1.4,VG,0.7,EX,1.3,VG,4,GD,3,VG,0.3,EX,0.8,VG,0.6,EX,3.7,VG,1,EX,1.4,EX,
588,ROUND,0.127,3.17,3.19,2.013,58,35.03,41.59,46.6,78.3,4.57,2.33,3.43,0.63,14.7,44.05,63.38,58,35,41.6,45,80,4.5,STK,THK,None / Very Small,14.5,44,63.4,VG,VG,0.6,EX,1.1,EX,0.3,EX,0.7,EX,6.6,EX,4.2,EX,0.9,EX,1.3,VG,0.6,EX,1.7,VG,4.4,VG,0.8,VG,0.5,EX,1.3,VG,1.8,EX,1.7,EX,0.6,EX,
591n,Round,0.111,3,3.02,1.925,60.8,37.21,41.53,45,77.4,4.98,2.69,3.49,0.66,14.92,44.02,63.95,61,37,41.6,45,75,5,STK,THK,None / Very Small,15,44,64,GD,GD,0.5,EX,0.6,EX,1.1,EX,0.6,EX,4,EX,2.7,EX,0.8,EX,0.3,EX,1,EX,3.2,GD,1.7,EX,0.1,EX,0.6,EX,0.5,EX,1.3,EX,4.1,EX,0.8,EX,
593,ROUND,0.103,2.97,2.99,1.873,57.6,35.6,41.61,50.1,75.4,3.56,1.74,2.72,0.77,15.2,44.05,62.83,58,35.5,41.6,50,75,3.5,MED,STK,None / Very Small,15,44,62.8,VG,GD,0.7,EX,0.9,EX,2.5,GD,0.8,EX,5.7,EX,4.2,EX,1.1,EX,1,EX,1.3,VG,2.2,VG,2.2,EX,0.9,VG,0.3,EX,1.1,VG,2.1,EX,2.3,EX,0.8,EX,
594n,Round,0.106,3.05,3.06,1.849,58.6,33.99,40.91,46.4,76.7,3.54,2.1,2.55,0.79,13.92,43.01,60.56,59,34,41,45,75,3.5,STK,STK,None / Very Small,14,43,60.6,EX,GD,0.5,EX,0.8,EX,0.3,EX,0.2,EX,4.5,EX,2.2,EX,0.6,EX,1,EX,0.7,EX,3.3,GD,1.3,EX,0.3,EX,0.3,EX,0.6,EX,1.2,EX,2.1,EX,0.2,EX,
595,ROUND,0.101,2.93,2.96,1.835,61.2,38.13,40.74,46.8,78.8,4.28,1.26,3.36,0.65,15.22,42.8,62.33,61,38,40.8,45,80,4.5,MED,THK,None / Very Small,15,43,62.3,GD,VG,0.8,EX,0.8,EX,1.1,EX,0.9,EX,3.6,EX,7.6,VG,1.2,EX,1,EX,1,EX,3,VG,3.5,VG,0.4,EX,0.3,EX,0.7,EX,2.1,EX,0.9,EX,1,EX,
597,ROUND,0.092,2.9,2.94,1.736,61.5,31.78,40.93,51,80.7,4.42,2.33,3.39,0.55,11.99,42.95,59.45,62,32,41,50,80,4.5,STK,THK,None / Very Small,12,43,59.5,VG,VG,1.3,VG,1,EX,0.5,EX,1,VG,4.7,EX,7.1,VG,1.4,VG,0.7,EX,1.4,VG,3,VG,3.8,VG,0.5,EX,0.5,EX,0.6,EX,1.3,EX,4.3,EX,1.1,EX,
599,ROUND,0.093,2.92,2.96,1.75,62.6,33.11,41.24,50.5,76.4,3.74,1.36,2.72,0.61,12.26,43.41,59.44,63,33,41.2,50,75,3.5,MED,STK,None / Very Small,12.5,43.5,59.4,VG,VG,1.3,VG,0.8,EX,0.7,EX,0.5,EX,9.3,VG,3.8,EX,0.8,EX,0.7,EX,0.7,EX,2.9,VG,3.4,VG,0.2,EX,0.6,EX,0.7,EX,1.5,EX,1.2,EX,0.7,EX,
600,ROUND,0.104,2.93,2.96,1.876,58.1,36.83,40.66,49,78.9,5.12,2.24,4.55,0.61,15.78,42.62,63.66,58,37,40.6,50,80,5,STK,VTK,None / Very Small,16,42.5,63.7,GD,GD,1.1,VG,1.3,VG,1,EX,0.3,EX,6.5,EX,4.1,EX,1.8,VG,2,VG,0.7,EX,5.1,GD,4.4,VG,1.4,GD,0.6,EX,1.9,GD,3.8,VG,1.5,EX,0.4,EX,
